Korean,hahaha
Korean,jjohk
Korean,jjub jjub
Korean,kekeke
Korean,kkeo-eok
Korean,nyam nyam
Korean,sh't
Korean,yam yam
Latvian,ai
Latvian,apci
Latvian,au
Latvian,ha ha
Latvian,kus!
Latvian,nam nam
Latvian,sss
Latvian,tuk tuk
Latvian,vai
Lithuanian,ai
Lithuanian,apci
Lithuanian,apciu
Lithuanian,cha cha
Lithuanian,kliuk kliuk
Lithuanian,niam niam
Lithuanian,oi
Lithuanian,pakst
Lithuanian,pirst
Lithuanian,tuk tuk
Macedonian,apchixa!
Macedonian,tsmoc
Macedonian,tup tup
Macedonian,uf
Malay,aduh'
Malayalam,umma
Mandarin,a ti
Mandarin,aiya
Mandarin,aiyo
Mandarin,ha ha
Mandarin,he he
Mandarin,hu lu
Mandarin,peng peng
Mandarin,shua
Mandarin,wa wa
Mandarin,xi xi
Mandarin,xu
Marathi,aa aa
Marathi,chirad
Marathi,chumbana
Marathi,dhad dhad
Marathi,dhekar
Marathi,gapagap
Marathi,gatak
Marathi,ghata ghata
Marathi,ghor
Marathi,ghurr
Marathi,ha ha
Marathi,kho kho
Marathi,kuz buz
Marathi,Lachka
Marathi,mam mam
Marathi,muka
Marathi,pad
Marathi,phuski
Marathi,tata papa
Marathi,tya tya
Navajo,aa'a'ii
Navajo,aya
Navajo,biizhii
Navajo,ch'agii
Navajo,dolii
Navajo,doliilchii
Navajo,dzili
Navajo,gaagii
Navajo,jj'a'ii
Navajo,k'oos
Navajo,oobo'ii
Navajo,ts'oos
Navajo,tsidii
Nepali,ahaha
Nepali,bzzt
Nepali,bzzzzzzzt
Nepali,ha
Norwegian,aatsjoo
Norwegian,au
Norwegian,dunk dunk 
Norwegian,huff
Norwegian,lespe
Norwegian,nam nam
Norwegian,smask
Norwegian,snikksnakk
Norwegian,tralala
Norwegian,vrinsk
Pashtu,ooauy
Pashtu,why
Persian,achu
Persian,ax
Persian,mua
Persian,wax
Polish,a-psik!
Polish,aj
Polish,auc
Polish,auuu
Polish,bek
Polish,bu-bum
Polish,bum bum
Polish,chrrr
Polish,chrum
Polish,chrup
Polish,chrup chrup
Polish,cmok
Polish,cssss
Polish,fu
Polish,gul gul
Polish,hahaha
Polish,hap
Polish,hehe
Polish,hihi
Polish,hohoho
Polish,lee
Polish,mlask
Polish,mniam mniam
Polish,szuru buru
Polish,szuru szuru
Polish,ziew 
Portuguese,ai
Portuguese,atchim!
Portuguese,atcho!
Portuguese,au
Portuguese,bua bua
Portuguese,chi
Portuguese,chispa
Portuguese,chit
Portuguese,chuac
Portuguese,glup
Portuguese,hahaha
Portuguese,huehuehue
Portuguese,kakaka
Portuguese,nhac
Portuguese,nham
Portuguese,nham nham
Portuguese,nhoc
Portuguese,pum
Portuguese,si
Portuguese,smac
Portuguese,splish splash
Portuguese,tun-tum
Portuguese,uah
Portuguese,ui
Quebec French,ayoye
Romanian,aa
Romanian,ah
Romanian,ai
Romanian,au
Romanian,bal-bal
Romanian,gal-gal
Romanian,ha-ha
Romanian,hap!
Romanian,hapciu!
Romanian,hat!
Romanian,hi-hi
Romanian,miam miam
Romanian,mua
Romanian,niam niam
Romanian,oa-oa
Romanian,part
Romanian,pleasc-pleasc
Romanian,rag
Romanian,sfor
Romanian,smac
Romanian,sss
Romanian,sst
Romanian,toc
Romanian,ue-ue
Russian,am
Russian,apchkhi!
Russian,ay
Russian,bulk-bulk
Russian,chmoc
Russian,glyg
Russian,haha
Russian,hehe
Russian,hihi
Russian,ik
Russian,khrrr
Russian,khrum
Russian,njam-njam
Russian,okh
Russian,oy
Russian,pook
Russian,sh-sh
Russian,ts-s
Russian,tsyts!
Russian,tuc-tuc
Russian,ua-ua
Russian,wi-i-i
Serbian,apciha
Serbian,auu
Serbian,cmok
Serbian,hahaha
Serbian,hihihi
Serbian,njam-njam
Serbian,psssst
Serbian,shhhhh
Serbian,tup-tup
Sinhalese,bak bak
Sinhalese,hacis
Sinhalese,umma
Slovak,au
Slovak,chrum
Slovak,cmuk
Slovak,grg
Slovak,ham
Slovak,hapci
Slovak,mnam
Slovenian,acih
Slovenian,aciha
Slovenian,auc
Slovenian,auch
Slovenian,cmok
Spanish,Achis!
Spanish,Achu!
Spanish,au
Spanish,ay
Spanish,borbotear
Spanish,bua bua
Spanish,bum bum bum
Spanish,carraspear
Spanish,chiqui chiqui!
Spanish,chiton cht
Spanish,chuik
Spanish,cloquear
Spanish,glu glu glu
Spanish,gluglu
Spanish,glup
Spanish,graznar
Spanish,graznido
Spanish,guau
Spanish,jajaja
Spanish,jejeje
Spanish,ladrar
Spanish,miau
Spanish,mio
Spanish,mua
Spanish,muac
Spanish,mugido
Spanish,mugir
Spanish,nam nam
Spanish,pun
Spanish,rebuznar
Spanish,relinchar
Spanish,relincho
Spanish,rugir
Spanish,sisear
Spanish,tucutun tucutun
Spanish,urraca
Spanish,zumbar
Spanish,zurear
Spanish,zurriar
Swedish,aj
Swedish,oj
Swedish,atjoo!
Swedish,attjo
Swedish,du-dunk
Swedish,gasp
Swedish,glugg glugg
Swedish,gulp
Swedish,ii
Swedish,nam nam
Swedish,prutt
Swedish,rap
Swedish,schh
Swedish,smack
Swedish,uaa-uaa
Tagalog,purorot
Tagalog,utot
Tamil,A-Choo
Tamil,lappu-tappu
Tamil,umma
Telugu,lab-dab
Telugu,umma
Thai,ai
Thai,ak
Thai,chu chu
Thai,chuap
Thai,chup
Thai,chuu
Thai,hahaha
Thai,hao
Thai,hatchio
Thai,hatchoei
Thai,khrok fi
Thai,khrok khrok
Thai,ngae ngae
Thai,ngam
Thai,ngam ngam
Thai,ngap
Thai,oek
Thai,oi
Thai,puut
Thai,tuek tak
Thai,tup tup
Thai,ueak
Thai,uek uek
Thai,uwae uwae
Turkish,ah
Turkish,ahh
Turkish,ciyak
Turkish,gulp
Turkish,gum gum
Turkish,haha
Turkish,ham hum
Turkish,hapsu
Turkish,hart
Turkish,hehe
Turkish,hihi
Turkish,hoho
Turkish,hor
Turkish,hurt
Turkish,ingaa
Turkish,kekelemek
Turkish,kikir
Turkish,kut kut
Turkish,miyav
Turkish,muck
Turkish,nam nam
Turkish,of
Turkish,pirt
Turkish,siss
Turkish,sist
Turkish,uf
Turkish,zart
Turkish,zort
Ukranian,aj
Ukranian,golg
Ukranian,gyk
Ukranian,joj
Ukranian,oj
Ukranian,tsiom
Urdu,aah
Urdu,ooauy
Uropi,aw
Uropi,ccc
Uropi,cit
Vietnamese,a
Vietnamese,at xi
Vietnamese,binh bich
Vietnamese,bum
Vietnamese,cham chap
Vietnamese,chut
Vietnamese,djt
Vietnamese,dom
Vietnamese,dung
Vietnamese,ha ha
Vietnamese,hat xi
Vietnamese,hi hi
Vietnamese,ho ho
Vietnamese,kho
Vietnamese,kho kho
Vietnamese,lap bap
Vietnamese,mam mam
Vietnamese,ngoam
Vietnamese,nham nham
Vietnamese,nham nhoam
Vietnamese,o
Vietnamese,oa oa
Vietnamese,oai
Vietnamese,oe oe
Vietnamese,oi
Vietnamese,phet
Vietnamese,phjch
Vietnamese,thinh thjch
Vietnamese,tom
Vietnamese,vo vo
Yiddish,oi
